location_id,city_id,name,city_zone,zone_id,location_type
LH-LOC-0299,LH,Kingsley Rd & Sable St,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0247,LH,Montrose Ave & Concourse Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0002,LH,Harborfront Station,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0337,LH,Montrose Ave & Concourse Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0101,LH,Downtown Core Central,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0167,LH,Concourse Ave & Hollow Ln,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0182,LH,Montrose Ave & Ledger Rd,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0346,LH,Elm St & Grant Rd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0121,LH,Wharton Rd & Concourse Ave,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0323,LH,Concourse Ave & Beacon St,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0173,LH,Prospect St & Montrose Ave,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0278,LH,Kingsley Rd & Hollow Ln,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0134,LH,Foundry Ln & Grant Rd,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0089,LH,Market Quarter Interchange,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0118,LH,Copper Ln & Delancy Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0088,LH,North Terminus Central,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0291,LH,Cedar Blvd & Prospect St,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0202,LH,Grant Rd & Cedar Blvd,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0286,LH,Foundry Ln & Ferry St,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0080,LH,East Commons Central,East Commons,LH-ZONE-010,metro_station
LH-LOC-0310,LH,Foundry Ln & Ledger Rd,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0073,LH,Old Mill District Central,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0006,LH,Cathedral Heights Terminal,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0139,LH,Turnpike Ave & Concourse Ave,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0145,LH,Prospect St & Sable St,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0034,LH,Uptown Crescent Interchange,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0266,LH,Prospect St & Vine Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0188,LH,Grant Rd & Copper Ln,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0046,LH,Cathedral Heights Terminal,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0332,LH,Kingsley Rd & Sable St,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0117,LH,Sable St & Elm St,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0195,LH,Ferry St & Ashton Blvd,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0248,LH,Ferry St & Montrose Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0119,LH,Montrose Ave & Elm St,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0285,LH,Foundry Ln & Montrose Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0107,LH,Delancy Ave & Grant Rd,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0179,LH,Ledger Rd & Vine Ave,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0255,LH,Sable St & Kingsley Rd,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0056,LH,Cathedral Heights Interchange,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0320,LH,Delancy Ave & Ashton Blvd,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0024,LH,Uptown Crescent Interchange,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0154,LH,Foundry Ln & Vine Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0152,LH,Beacon St & Ashton Blvd,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0137,LH,Elm St & Copper Ln,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0141,LH,Vine Ave & Prospect St,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0161,LH,Hollow Ln & Wharton Rd,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0058,LH,North Terminus Terminal,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0175,LH,Ledger Rd & Montrose Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0180,LH,Delancy Ave & Vine Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0244,LH,Concourse Ave & Wharton Rd,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0254,LH,Prospect St & Kingsley Rd,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0097,LH,Riverside Junction Terminal,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0315,LH,Prospect St & Ledger Rd,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0053,LH,Old Mill District Central,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0142,LH,Cedar Blvd & Vine Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0062,LH,Harborfront Terminal,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0349,LH,Vine Ave & Wharton Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0163,LH,Cedar Blvd & Montrose Ave,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0294,LH,Elm St & Cedar Blvd,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0012,LH,Harborfront Station,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0225,LH,Prospect St & Hollow Ln,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0017,LH,Riverside Junction Central,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0098,LH,North Terminus Central,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0060,LH,East Commons Station,East Commons,LH-ZONE-010,metro_station
LH-LOC-0157,LH,Grant Rd & Prospect St,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0138,LH,Ledger Rd & Concourse Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0321,LH,Ledger Rd & Cedar Blvd,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0201,LH,Copper Ln & Turnpike Ave,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0004,LH,Uptown Crescent Terminal,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0307,LH,Foundry Ln & Baldwin Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0105,LH,Financial Row Station,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0143,LH,Delancy Ave & Cedar Blvd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0186,LH,Cedar Blvd & Grant Rd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0328,LH,Beacon St & Vine Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0026,LH,Cathedral Heights Terminal,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0016,LH,Cathedral Heights Terminal,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0029,LH,Market Quarter Station,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0066,LH,Cathedral Heights Interchange,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0301,LH,Baldwin Ave & Elm St,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0153,LH,Beacon St & Foundry Ln,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0129,LH,Sable St & Beacon St,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0207,LH,Ashton Blvd & Wharton Rd,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0197,LH,Kingsley Rd & Baldwin Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0125,LH,Cedar Blvd & Turnpike Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0249,LH,Ashton Blvd & Wharton Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0209,LH,Ledger Rd & Wharton Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0219,LH,Prospect St & Ledger Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0039,LH,Market Quarter Central,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0213,LH,Baldwin Ave & Wharton Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0038,LH,North Terminus Station,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0342,LH,Foundry Ln & Baldwin Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0190,LH,Copper Ln & Vine Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0165,LH,Vine Ave & Turnpike Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0253,LH,Prospect St & Cedar Blvd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0131,LH,Ferry St & Delancy Ave,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0086,LH,Cathedral Heights Interchange,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0082,LH,Harborfront Terminal,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0262,LH,Ashton Blvd & Delancy Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0258,LH,Prospect St & Hollow Ln,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0045,LH,Financial Row Station,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0259,LH,Turnpike Ave & Prospect St,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0265,LH,Turnpike Ave & Ferry St,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0331,LH,Elm St & Copper Ln,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0288,LH,Hollow Ln & Cedar Blvd,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0052,LH,Harborfront Interchange,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0126,LH,Baldwin Ave & Hollow Ln,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0250,LH,Concourse Ave & Prospect St,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0055,LH,Financial Row Terminal,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0196,LH,Concourse Ave & Wharton Rd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0067,LH,Riverside Junction Terminal,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0068,LH,North Terminus Interchange,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0031,LH,Downtown Core Central,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0100,LH,East Commons Central,East Commons,LH-ZONE-010,metro_station
LH-LOC-0224,LH,Delancy Ave & Baldwin Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0227,LH,Beacon St & Turnpike Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0233,LH,Beacon St & Baldwin Ave,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0007,LH,Riverside Junction Station,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0030,LH,East Commons Station,East Commons,LH-ZONE-010,metro_station
LH-LOC-0064,LH,Uptown Crescent Central,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0341,LH,Kingsley Rd & Hollow Ln,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0081,LH,Downtown Core Central,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0102,LH,Harborfront Central,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0169,LH,Montrose Ave & Ferry St,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0136,LH,Cedar Blvd & Ashton Blvd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0036,LH,Cathedral Heights Station,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0343,LH,Copper Ln & Ledger Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0194,LH,Delancy Ave & Prospect St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0198,LH,Wharton Rd & Montrose Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0300,LH,Kingsley Rd & Concourse Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0226,LH,Foundry Ln & Turnpike Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0116,LH,Hollow Ln & Turnpike Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0040,LH,East Commons Station,East Commons,LH-ZONE-010,metro_station
LH-LOC-0203,LH,Ledger Rd & Ferry St,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0176,LH,Baldwin Ave & Concourse Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0146,LH,Ferry St & Turnpike Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0232,LH,Ledger Rd & Baldwin Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0093,LH,Old Mill District Station,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0282,LH,Wharton Rd & Delancy Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0252,LH,Kingsley Rd & Delancy Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0061,LH,Downtown Core Terminal,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0018,LH,North Terminus Terminal,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0267,LH,Beacon St & Elm St,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0283,LH,Ferry St & Foundry Ln,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0234,LH,Vine Ave & Delancy Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0274,LH,Beacon St & Delancy Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0156,LH,Kingsley Rd & Delancy Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0037,LH,Riverside Junction Central,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0008,LH,North Terminus Station,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0336,LH,Ledger Rd & Concourse Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0273,LH,Sable St & Wharton Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0334,LH,Wharton Rd & Beacon St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0298,LH,Turnpike Ave & Ferry St,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0263,LH,Beacon St & Ledger Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0189,LH,Concourse Ave & Copper Ln,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0347,LH,Beacon St & Baldwin Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0344,LH,Elm St & Beacon St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0015,LH,Financial Row Station,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0350,LH,Kingsley Rd & Delancy Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0345,LH,Turnpike Ave & Copper Ln,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0329,LH,Ferry St & Foundry Ln,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0158,LH,Ferry St & Concourse Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0091,LH,Downtown Core Terminal,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0314,LH,Prospect St & Concourse Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0290,LH,Copper Ln & Delancy Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0257,LH,Elm St & Baldwin Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0272,LH,Grant Rd & Delancy Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0114,LH,Copper Ln & Ferry St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0280,LH,Wharton Rd & Beacon St,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0043,LH,Old Mill District Terminal,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0110,LH,Elm St & Wharton Rd,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0184,LH,Vine Ave & Ledger Rd,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0216,LH,Prospect St & Delancy Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0115,LH,Baldwin Ave & Kingsley Rd,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0079,LH,Market Quarter Central,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0212,LH,Wharton Rd & Grant Rd,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0170,LH,Kingsley Rd & Vine Ave,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0084,LH,Uptown Crescent Terminal,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0218,LH,Delancy Ave & Ferry St,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0027,LH,Riverside Junction Terminal,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0083,LH,Old Mill District Interchange,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0076,LH,Cathedral Heights Terminal,Cathedral Heights,LH-ZONE-006,metro_station
LH-LOC-0140,LH,Elm St & Grant Rd,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0047,LH,Riverside Junction Interchange,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0211,LH,Elm St & Turnpike Ave,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0324,LH,Baldwin Ave & Concourse Ave,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0348,LH,Foundry Ln & Hollow Ln,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0021,LH,Downtown Core Station,Downtown Core,LH-ZONE-001,metro_station
LH-LOC-0109,LH,Hollow Ln & Montrose Ave,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0187,LH,Concourse Ave & Beacon St,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0292,LH,Wharton Rd & Concourse Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0206,LH,Cedar Blvd & Prospect St,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0276,LH,Ledger Rd & Baldwin Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0133,LH,Foundry Ln & Ledger Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0240,LH,Concourse Ave & Hollow Ln,Financial Row,LH-ZONE-005,bus_stop
LH-LOC-0239,LH,Beacon St & Baldwin Ave,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0229,LH,Cedar Blvd & Hollow Ln,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0178,LH,Vine Ave & Copper Ln,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0128,LH,Hollow Ln & Wharton Rd,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0048,LH,North Terminus Station,North Terminus,LH-ZONE-008,metro_station
LH-LOC-0087,LH,Riverside Junction Central,Riverside Junction,LH-ZONE-007,metro_station
LH-LOC-0099,LH,Market Quarter Station,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0339,LH,Montrose Ave & Elm St,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0113,LH,Wharton Rd & Ledger Rd,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0191,LH,Copper Ln & Cedar Blvd,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0261,LH,Copper Ln & Beacon St,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0228,LH,Elm St & Baldwin Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0112,LH,Sable St & Grant Rd,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0095,LH,Financial Row Station,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0205,LH,Baldwin Ave & Kingsley Rd,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0032,LH,Harborfront Station,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0268,LH,Sable St & Turnpike Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0085,LH,Financial Row Terminal,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0168,LH,Beacon St & Sable St,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0222,LH,Beacon St & Prospect St,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0013,LH,Old Mill District Terminal,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0289,LH,Wharton Rd & Ledger Rd,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0221,LH,Vine Ave & Grant Rd,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0092,LH,Harborfront Central,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0308,LH,Foundry Ln & Ledger Rd,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0049,LH,Market Quarter Terminal,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0166,LH,Elm St & Grant Rd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0193,LH,Turnpike Ave & Sable St,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0335,LH,Beacon St & Turnpike Ave,East Commons,LH-ZONE-010,bus_stop
LH-LOC-0065,LH,Financial Row Central,Financial Row,LH-ZONE-005,metro_station
LH-LOC-0243,LH,Delancy Ave & Foundry Ln,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0204,LH,Sable St & Prospect St,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0159,LH,Ledger Rd & Foundry Ln,Uptown Crescent,LH-ZONE-004,bus_stop
LH-LOC-0162,LH,Foundry Ln & Concourse Ave,Riverside Junction,LH-ZONE-007,bus_stop
LH-LOC-0022,LH,Harborfront Terminal,Harborfront,LH-ZONE-002,metro_station
LH-LOC-0103,LH,Old Mill District Interchange,Old Mill District,LH-ZONE-003,metro_station
LH-LOC-0313,LH,Montrose Ave & Foundry Ln,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0104,LH,Uptown Crescent Station,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0151,LH,Grant Rd & Baldwin Ave,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0019,LH,Market Quarter Central,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0318,LH,Cedar Blvd & Delancy Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0317,LH,Prospect St & Montrose Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0070,LH,East Commons Terminal,East Commons,LH-ZONE-010,metro_station
LH-LOC-0094,LH,Uptown Crescent Station,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0246,LH,Kingsley Rd & Vine Ave,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0238,LH,Ashton Blvd & Turnpike Ave,Old Mill District,LH-ZONE-003,bus_stop
LH-LOC-0090,LH,East Commons Terminal,East Commons,LH-ZONE-010,metro_station
LH-LOC-0174,LH,Wharton Rd & Foundry Ln,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0304,LH,Sable St & Foundry Ln,Market Quarter,LH-ZONE-009,bus_stop
LH-LOC-0287,LH,Sable St & Montrose Ave,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0069,LH,Market Quarter Station,Market Quarter,LH-ZONE-009,metro_station
LH-LOC-0171,LH,Hollow Ln & Beacon St,Cathedral Heights,LH-ZONE-006,bus_stop
LH-LOC-0054,LH,Uptown Crescent Interchange,Uptown Crescent,LH-ZONE-004,metro_station
LH-LOC-0303,LH,Concourse Ave & Hollow Ln,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0177,LH,Wharton Rd & Ferry St,Harborfront,LH-ZONE-002,bus_stop
LH-LOC-0296,LH,Copper Ln & Cedar Blvd,Downtown Core,LH-ZONE-001,bus_stop
LH-LOC-0183,LH,Sable St & Hollow Ln,North Terminus,LH-ZONE-008,bus_stop
LH-LOC-0330,LH,Kingsley Rd & Copper Ln,Financial Row,LH-ZONE-005,bus_stop
