route_id,corridor_id,city_id,route_name,mode,direction,stop_sequence,location_id,is_first_stop,is_last_stop,num_stops
LH-RT-B003-OUT,LH-RT-B003,LH,Route B3,bus,outbound,10,LH-LOC-0117,False,True,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,1,LH-LOC-0117,True,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,2,LH-LOC-0207,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,3,LH-LOC-0167,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,4,LH-LOC-0316,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,5,LH-LOC-0337,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,6,LH-LOC-0347,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,7,LH-LOC-0237,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,8,LH-LOC-0277,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,9,LH-LOC-0246,False,False,10
LH-RT-B003-IN,LH-RT-B003,LH,Route B3,bus,inbound,10,LH-LOC-0257,False,True,10
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,1,LH-LOC-0186,True,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,2,LH-LOC-0137,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,3,LH-LOC-0157,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,4,LH-LOC-0247,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,5,LH-LOC-0177,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,6,LH-LOC-0307,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,7,LH-LOC-0297,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,8,LH-LOC-0126,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,9,LH-LOC-0147,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,10,LH-LOC-0217,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,11,LH-LOC-0107,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,12,LH-LOC-0287,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,13,LH-LOC-0276,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,14,LH-LOC-0127,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,15,LH-LOC-0227,False,False,16
LH-RT-B004-OUT,LH-RT-B004,LH,Route B4,bus,outbound,16,LH-LOC-0187,False,True,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,1,LH-LOC-0187,True,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,2,LH-LOC-0227,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,3,LH-LOC-0127,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,4,LH-LOC-0276,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,5,LH-LOC-0287,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,6,LH-LOC-0107,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,7,LH-LOC-0217,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,8,LH-LOC-0147,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,9,LH-LOC-0126,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,10,LH-LOC-0297,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,11,LH-LOC-0307,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,12,LH-LOC-0177,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,13,LH-LOC-0247,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,14,LH-LOC-0157,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,15,LH-LOC-0137,False,False,16
LH-RT-B004-IN,LH-RT-B004,LH,Route B4,bus,inbound,16,LH-LOC-0186,False,True,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,1,LH-LOC-0336,True,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,2,LH-LOC-0267,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,3,LH-LOC-0317,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,4,LH-LOC-0328,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,5,LH-LOC-0266,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,6,LH-LOC-0128,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,7,LH-LOC-0318,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,8,LH-LOC-0198,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,9,LH-LOC-0238,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,10,LH-LOC-0118,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,11,LH-LOC-0168,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,12,LH-LOC-0108,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,13,LH-LOC-0338,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,14,LH-LOC-0248,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,15,LH-LOC-0138,False,False,16
LH-RT-B005-OUT,LH-RT-B005,LH,Route B5,bus,outbound,16,LH-LOC-0308,False,True,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,1,LH-LOC-0308,True,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,2,LH-LOC-0138,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,3,LH-LOC-0248,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,4,LH-LOC-0338,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,5,LH-LOC-0108,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,6,LH-LOC-0168,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,7,LH-LOC-0118,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,8,LH-LOC-0238,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,9,LH-LOC-0198,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,10,LH-LOC-0318,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,11,LH-LOC-0128,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,12,LH-LOC-0266,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,13,LH-LOC-0328,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,14,LH-LOC-0317,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,15,LH-LOC-0267,False,False,16
LH-RT-B005-IN,LH-RT-B005,LH,Route B5,bus,inbound,16,LH-LOC-0336,False,True,16
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,1,LH-LOC-0188,True,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,2,LH-LOC-0298,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,3,LH-LOC-0228,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,4,LH-LOC-0158,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,5,LH-LOC-0296,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,6,LH-LOC-0226,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,7,LH-LOC-0148,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,8,LH-LOC-0278,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,9,LH-LOC-0208,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,10,LH-LOC-0268,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,11,LH-LOC-0258,False,False,12
LH-RT-B006-OUT,LH-RT-B006,LH,Route B6,bus,outbound,12,LH-LOC-0218,False,True,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,1,LH-LOC-0218,True,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,2,LH-LOC-0258,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,3,LH-LOC-0268,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,4,LH-LOC-0208,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,5,LH-LOC-0278,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,6,LH-LOC-0148,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,7,LH-LOC-0226,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,8,LH-LOC-0296,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,9,LH-LOC-0158,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,10,LH-LOC-0228,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,11,LH-LOC-0298,False,False,12
LH-RT-B006-IN,LH-RT-B006,LH,Route B6,bus,inbound,12,LH-LOC-0188,False,True,12
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,1,LH-LOC-0176,True,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,2,LH-LOC-0288,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,3,LH-LOC-0348,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,4,LH-LOC-0178,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,5,LH-LOC-0249,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,6,LH-LOC-0109,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,7,LH-LOC-0259,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,8,LH-LOC-0239,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,9,LH-LOC-0189,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,10,LH-LOC-0229,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,11,LH-LOC-0209,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,12,LH-LOC-0349,False,False,13
LH-RT-B007-OUT,LH-RT-B007,LH,Route B7,bus,outbound,13,LH-LOC-0319,False,True,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,1,LH-LOC-0319,True,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,2,LH-LOC-0349,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,3,LH-LOC-0209,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,4,LH-LOC-0229,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,5,LH-LOC-0189,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,6,LH-LOC-0239,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,7,LH-LOC-0259,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,8,LH-LOC-0109,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,9,LH-LOC-0249,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,10,LH-LOC-0178,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,11,LH-LOC-0348,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,12,LH-LOC-0288,False,False,13
LH-RT-B007-IN,LH-RT-B007,LH,Route B7,bus,inbound,13,LH-LOC-0176,False,True,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,1,LH-LOC-0139,True,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,2,LH-LOC-0196,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,3,LH-LOC-0129,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,4,LH-LOC-0219,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,5,LH-LOC-0199,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,6,LH-LOC-0329,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,7,LH-LOC-0309,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,8,LH-LOC-0279,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,9,LH-LOC-0169,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,10,LH-LOC-0269,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,11,LH-LOC-0339,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,12,LH-LOC-0346,False,False,13
LH-RT-B008-OUT,LH-RT-B008,LH,Route B8,bus,outbound,13,LH-LOC-0306,False,True,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,1,LH-LOC-0306,True,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,2,LH-LOC-0346,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,3,LH-LOC-0339,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,4,LH-LOC-0269,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,5,LH-LOC-0169,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,6,LH-LOC-0279,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,7,LH-LOC-0309,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,8,LH-LOC-0329,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,9,LH-LOC-0199,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,10,LH-LOC-0219,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,11,LH-LOC-0129,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,12,LH-LOC-0196,False,False,13
LH-RT-B008-IN,LH-RT-B008,LH,Route B8,bus,inbound,13,LH-LOC-0139,False,True,13
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,1,LH-LOC-0179,True,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,2,LH-LOC-0289,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,3,LH-LOC-0149,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,4,LH-LOC-0119,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,5,LH-LOC-0299,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,6,LH-LOC-0159,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,7,LH-LOC-0296,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,8,LH-LOC-0170,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,9,LH-LOC-0116,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,10,LH-LOC-0200,False,False,11
LH-RT-B009-OUT,LH-RT-B009,LH,Route B9,bus,outbound,11,LH-LOC-0180,False,True,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,1,LH-LOC-0180,True,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,2,LH-LOC-0200,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,3,LH-LOC-0116,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,4,LH-LOC-0170,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,5,LH-LOC-0296,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,6,LH-LOC-0159,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,7,LH-LOC-0299,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,8,LH-LOC-0119,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,9,LH-LOC-0149,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,10,LH-LOC-0289,False,False,11
LH-RT-B009-IN,LH-RT-B009,LH,Route B9,bus,inbound,11,LH-LOC-0179,False,True,11
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,1,LH-LOC-0246,True,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,2,LH-LOC-0220,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,3,LH-LOC-0150,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,4,LH-LOC-0330,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,5,LH-LOC-0250,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,6,LH-LOC-0230,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,7,LH-LOC-0350,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,8,LH-LOC-0190,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,9,LH-LOC-0240,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,10,LH-LOC-0120,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,11,LH-LOC-0106,False,False,12
LH-RT-B010-OUT,LH-RT-B010,LH,Route B10,bus,outbound,12,LH-LOC-0340,False,True,12
LH-RT-B010-IN,LH-RT-B010,LH,Route B10,bus,inbound,1,LH-LOC-0340,True,False,12
LH-RT-B010-IN,LH-RT-B010,LH,Route B10,bus,inbound,2,LH-LOC-0106,False,False,12
LH-RT-B010-IN,LH-RT-B010,LH,Route B10,bus,inbound,3,LH-LOC-0120,False,False,12
LH-RT-B010-IN,LH-RT-B010,LH,Route B10,bus,inbound,4,LH-LOC-0240,False,False,12
