screen_id,city_id,screen_type,location_id,vehicle_id,position,screen_size
LH-SCR-000052,LH,bus_stop,LH-LOC-0326,,top,L
LH-SCR-000053,LH,bus_stop,LH-LOC-0326,,left,S
LH-SCR-000054,LH,bus_stop,LH-LOC-0326,,right,S
LH-SCR-000055,LH,bus_stop,LH-LOC-0149,,top,M
LH-SCR-000056,LH,bus_stop,LH-LOC-0149,,left,S
LH-SCR-000057,LH,bus_stop,LH-LOC-0149,,right,S
LH-SCR-000058,LH,bus_stop,LH-LOC-0160,,top,M
LH-SCR-000059,LH,bus_stop,LH-LOC-0160,,left,S
LH-SCR-000060,LH,bus_stop,LH-LOC-0160,,right,S
LH-SCR-000061,LH,bus_stop,LH-LOC-0325,,top,M
LH-SCR-000062,LH,bus_stop,LH-LOC-0325,,left,S
LH-SCR-000063,LH,bus_stop,LH-LOC-0325,,right,S
LH-SCR-000064,LH,bus_stop,LH-LOC-0322,,top,S
LH-SCR-000065,LH,bus_stop,LH-LOC-0322,,left,S
LH-SCR-000066,LH,bus_stop,LH-LOC-0322,,right,S
LH-SCR-000067,LH,bus_stop,LH-LOC-0231,,top,M
LH-SCR-000068,LH,bus_stop,LH-LOC-0231,,left,S
LH-SCR-000069,LH,bus_stop,LH-LOC-0231,,right,S
LH-SCR-000070,LH,bus_stop,LH-LOC-0236,,top,L
LH-SCR-000071,LH,bus_stop,LH-LOC-0236,,left,S
LH-SCR-000072,LH,bus_stop,LH-LOC-0236,,right,S
LH-SCR-000073,LH,bus_stop,LH-LOC-0299,,top,S
LH-SCR-000074,LH,bus_stop,LH-LOC-0299,,left,S
LH-SCR-000075,LH,bus_stop,LH-LOC-0299,,right,S
LH-SCR-000076,LH,bus_stop,LH-LOC-0247,,top,L
LH-SCR-000077,LH,bus_stop,LH-LOC-0247,,left,S
LH-SCR-000078,LH,bus_stop,LH-LOC-0247,,right,S
LH-SCR-000079,LH,bus_stop,LH-LOC-0337,,top,M
LH-SCR-000080,LH,bus_stop,LH-LOC-0337,,left,S
LH-SCR-000081,LH,bus_stop,LH-LOC-0337,,right,S
LH-SCR-000082,LH,bus_stop,LH-LOC-0167,,top,M
LH-SCR-000083,LH,bus_stop,LH-LOC-0167,,left,S
LH-SCR-000084,LH,bus_stop,LH-LOC-0167,,right,S
LH-SCR-000085,LH,bus_stop,LH-LOC-0182,,top,L
LH-SCR-000086,LH,bus_stop,LH-LOC-0182,,left,S
LH-SCR-000087,LH,bus_stop,LH-LOC-0182,,right,S
LH-SCR-000088,LH,bus_stop,LH-LOC-0346,,top,L
LH-SCR-000089,LH,bus_stop,LH-LOC-0346,,left,S
LH-SCR-000090,LH,bus_stop,LH-LOC-0346,,right,S
LH-SCR-000091,LH,bus_stop,LH-LOC-0121,,top,M
LH-SCR-000092,LH,bus_stop,LH-LOC-0121,,left,S
LH-SCR-000093,LH,bus_stop,LH-LOC-0121,,right,S
LH-SCR-000094,LH,bus_stop,LH-LOC-0323,,top,M
LH-SCR-000095,LH,bus_stop,LH-LOC-0323,,left,S
LH-SCR-000096,LH,bus_stop,LH-LOC-0323,,right,S
LH-SCR-000097,LH,bus_stop,LH-LOC-0173,,top,M
LH-SCR-000098,LH,bus_stop,LH-LOC-0173,,left,S
LH-SCR-000099,LH,bus_stop,LH-LOC-0173,,right,S
LH-SCR-000100,LH,bus_stop,LH-LOC-0278,,top,M
LH-SCR-000101,LH,bus_stop,LH-LOC-0278,,left,S
LH-SCR-000102,LH,bus_stop,LH-LOC-0278,,right,S
LH-SCR-000103,LH,bus_stop,LH-LOC-0134,,top,S
LH-SCR-000104,LH,bus_stop,LH-LOC-0134,,left,S
LH-SCR-000105,LH,bus_stop,LH-LOC-0134,,right,S
LH-SCR-000106,LH,bus_stop,LH-LOC-0118,,top,M
LH-SCR-000107,LH,bus_stop,LH-LOC-0118,,left,S
LH-SCR-000108,LH,bus_stop,LH-LOC-0118,,right,S
LH-SCR-000109,LH,bus_stop,LH-LOC-0291,,top,M
LH-SCR-000110,LH,bus_stop,LH-LOC-0291,,left,S
LH-SCR-000111,LH,bus_stop,LH-LOC-0291,,right,S
LH-SCR-000112,LH,bus_stop,LH-LOC-0202,,top,M
LH-SCR-000113,LH,bus_stop,LH-LOC-0202,,left,S
LH-SCR-000114,LH,bus_stop,LH-LOC-0202,,right,S
LH-SCR-000115,LH,bus_stop,LH-LOC-0286,,top,L
LH-SCR-000116,LH,bus_stop,LH-LOC-0286,,left,S
LH-SCR-000117,LH,bus_stop,LH-LOC-0286,,right,S
LH-SCR-000118,LH,bus_stop,LH-LOC-0310,,top,M
LH-SCR-000119,LH,bus_stop,LH-LOC-0310,,left,S
LH-SCR-000120,LH,bus_stop,LH-LOC-0310,,right,S
LH-SCR-000121,LH,bus_stop,LH-LOC-0139,,top,S
LH-SCR-000122,LH,bus_stop,LH-LOC-0139,,left,S
LH-SCR-000123,LH,bus_stop,LH-LOC-0139,,right,S
LH-SCR-000124,LH,bus_stop,LH-LOC-0145,,top,M
LH-SCR-000125,LH,bus_stop,LH-LOC-0145,,left,S
LH-SCR-000126,LH,bus_stop,LH-LOC-0145,,right,S
LH-SCR-000127,LH,bus_stop,LH-LOC-0266,,top,L
LH-SCR-000128,LH,bus_stop,LH-LOC-0266,,left,S
LH-SCR-000129,LH,bus_stop,LH-LOC-0266,,right,S
LH-SCR-000130,LH,bus_stop,LH-LOC-0188,,top,S
LH-SCR-000131,LH,bus_stop,LH-LOC-0188,,left,S
LH-SCR-000132,LH,bus_stop,LH-LOC-0188,,right,S
LH-SCR-000133,LH,bus_stop,LH-LOC-0332,,top,S
LH-SCR-000134,LH,bus_stop,LH-LOC-0332,,left,S
LH-SCR-000135,LH,bus_stop,LH-LOC-0332,,right,S
LH-SCR-000136,LH,bus_stop,LH-LOC-0117,,top,S
LH-SCR-000137,LH,bus_stop,LH-LOC-0117,,left,S
LH-SCR-000138,LH,bus_stop,LH-LOC-0117,,right,S
LH-SCR-000139,LH,bus_stop,LH-LOC-0195,,top,S
LH-SCR-000140,LH,bus_stop,LH-LOC-0195,,left,S
LH-SCR-000141,LH,bus_stop,LH-LOC-0195,,right,S
LH-SCR-000142,LH,bus_stop,LH-LOC-0248,,top,M
LH-SCR-000143,LH,bus_stop,LH-LOC-0248,,left,S
LH-SCR-000144,LH,bus_stop,LH-LOC-0248,,right,S
LH-SCR-000145,LH,bus_stop,LH-LOC-0119,,top,M
LH-SCR-000146,LH,bus_stop,LH-LOC-0119,,left,S
LH-SCR-000147,LH,bus_stop,LH-LOC-0119,,right,S
LH-SCR-000148,LH,bus_stop,LH-LOC-0285,,top,M
LH-SCR-000149,LH,bus_stop,LH-LOC-0285,,left,S
LH-SCR-000150,LH,bus_stop,LH-LOC-0285,,right,S
LH-SCR-000151,LH,bus_stop,LH-LOC-0107,,top,M
LH-SCR-000152,LH,bus_stop,LH-LOC-0107,,left,S
LH-SCR-000153,LH,bus_stop,LH-LOC-0107,,right,S
LH-SCR-000154,LH,bus_stop,LH-LOC-0179,,top,M
LH-SCR-000155,LH,bus_stop,LH-LOC-0179,,left,S
LH-SCR-000156,LH,bus_stop,LH-LOC-0179,,right,S
LH-SCR-000157,LH,bus_stop,LH-LOC-0255,,top,M
LH-SCR-000158,LH,bus_stop,LH-LOC-0255,,left,S
LH-SCR-000159,LH,bus_stop,LH-LOC-0255,,right,S
LH-SCR-000160,LH,bus_stop,LH-LOC-0320,,top,L
LH-SCR-000161,LH,bus_stop,LH-LOC-0320,,left,S
LH-SCR-000162,LH,bus_stop,LH-LOC-0320,,right,S
LH-SCR-000163,LH,bus_stop,LH-LOC-0154,,top,M
LH-SCR-000164,LH,bus_stop,LH-LOC-0154,,left,S
LH-SCR-000165,LH,bus_stop,LH-LOC-0154,,right,S
LH-SCR-000166,LH,bus_stop,LH-LOC-0152,,top,L
LH-SCR-000167,LH,bus_stop,LH-LOC-0152,,left,S
LH-SCR-000168,LH,bus_stop,LH-LOC-0152,,right,S
LH-SCR-000169,LH,bus_stop,LH-LOC-0137,,top,M
LH-SCR-000170,LH,bus_stop,LH-LOC-0137,,left,S
LH-SCR-000171,LH,bus_stop,LH-LOC-0137,,right,S
LH-SCR-000172,LH,bus_stop,LH-LOC-0141,,top,M
LH-SCR-000173,LH,bus_stop,LH-LOC-0141,,left,S
LH-SCR-000174,LH,bus_stop,LH-LOC-0141,,right,S
LH-SCR-000175,LH,bus_stop,LH-LOC-0161,,top,S
LH-SCR-000176,LH,bus_stop,LH-LOC-0161,,left,S
LH-SCR-000177,LH,bus_stop,LH-LOC-0161,,right,S
LH-SCR-000178,LH,bus_stop,LH-LOC-0175,,top,S
LH-SCR-000179,LH,bus_stop,LH-LOC-0175,,left,S
LH-SCR-000180,LH,bus_stop,LH-LOC-0175,,right,S
LH-SCR-000181,LH,bus_stop,LH-LOC-0180,,top,S
LH-SCR-000182,LH,bus_stop,LH-LOC-0180,,left,S
LH-SCR-000183,LH,bus_stop,LH-LOC-0180,,right,S
LH-SCR-000184,LH,bus_stop,LH-LOC-0244,,top,M
LH-SCR-000185,LH,bus_stop,LH-LOC-0244,,left,S
LH-SCR-000186,LH,bus_stop,LH-LOC-0244,,right,S
LH-SCR-000187,LH,bus_stop,LH-LOC-0254,,top,L
LH-SCR-000188,LH,bus_stop,LH-LOC-0254,,left,S
LH-SCR-000189,LH,bus_stop,LH-LOC-0254,,right,S
LH-SCR-000190,LH,bus_stop,LH-LOC-0315,,top,L
LH-SCR-000191,LH,bus_stop,LH-LOC-0315,,left,S
LH-SCR-000192,LH,bus_stop,LH-LOC-0315,,right,S
LH-SCR-000193,LH,bus_stop,LH-LOC-0142,,top,L
LH-SCR-000194,LH,bus_stop,LH-LOC-0142,,left,S
LH-SCR-000195,LH,bus_stop,LH-LOC-0142,,right,S
LH-SCR-000196,LH,bus_stop,LH-LOC-0349,,top,S
LH-SCR-000197,LH,bus_stop,LH-LOC-0349,,left,S
LH-SCR-000198,LH,bus_stop,LH-LOC-0349,,right,S
LH-SCR-000199,LH,bus_stop,LH-LOC-0163,,top,M
LH-SCR-000200,LH,bus_stop,LH-LOC-0163,,left,S
LH-SCR-000201,LH,bus_stop,LH-LOC-0163,,right,S
LH-SCR-000202,LH,bus_stop,LH-LOC-0294,,top,M
LH-SCR-000203,LH,bus_stop,LH-LOC-0294,,left,S
LH-SCR-000204,LH,bus_stop,LH-LOC-0294,,right,S
LH-SCR-000205,LH,bus_stop,LH-LOC-0225,,top,L
LH-SCR-000206,LH,bus_stop,LH-LOC-0225,,left,S
LH-SCR-000207,LH,bus_stop,LH-LOC-0225,,right,S
LH-SCR-000208,LH,bus_stop,LH-LOC-0157,,top,M
LH-SCR-000209,LH,bus_stop,LH-LOC-0157,,left,S
LH-SCR-000210,LH,bus_stop,LH-LOC-0157,,right,S
LH-SCR-000211,LH,bus_stop,LH-LOC-0138,,top,S
LH-SCR-000212,LH,bus_stop,LH-LOC-0138,,left,S
LH-SCR-000213,LH,bus_stop,LH-LOC-0138,,right,S
LH-SCR-000214,LH,bus_stop,LH-LOC-0321,,top,S
LH-SCR-000215,LH,bus_stop,LH-LOC-0321,,left,S
LH-SCR-000216,LH,bus_stop,LH-LOC-0321,,right,S
LH-SCR-000217,LH,bus_stop,LH-LOC-0201,,top,M
LH-SCR-000218,LH,bus_stop,LH-LOC-0201,,left,S
LH-SCR-000219,LH,bus_stop,LH-LOC-0201,,right,S
LH-SCR-000220,LH,bus_stop,LH-LOC-0307,,top,M
LH-SCR-000221,LH,bus_stop,LH-LOC-0307,,left,S
LH-SCR-000222,LH,bus_stop,LH-LOC-0307,,right,S
LH-SCR-000223,LH,bus_stop,LH-LOC-0143,,top,L
LH-SCR-000224,LH,bus_stop,LH-LOC-0143,,left,S
LH-SCR-000225,LH,bus_stop,LH-LOC-0143,,right,S
LH-SCR-000226,LH,bus_stop,LH-LOC-0186,,top,L
LH-SCR-000227,LH,bus_stop,LH-LOC-0186,,left,S
LH-SCR-000228,LH,bus_stop,LH-LOC-0186,,right,S
LH-SCR-000229,LH,bus_stop,LH-LOC-0328,,top,L
LH-SCR-000230,LH,bus_stop,LH-LOC-0328,,left,S
LH-SCR-000231,LH,bus_stop,LH-LOC-0328,,right,S
LH-SCR-000232,LH,bus_stop,LH-LOC-0301,,top,S
LH-SCR-000233,LH,bus_stop,LH-LOC-0301,,left,S
LH-SCR-000234,LH,bus_stop,LH-LOC-0301,,right,S
LH-SCR-000235,LH,bus_stop,LH-LOC-0153,,top,L
LH-SCR-000236,LH,bus_stop,LH-LOC-0153,,left,S
LH-SCR-000237,LH,bus_stop,LH-LOC-0153,,right,S
LH-SCR-000238,LH,bus_stop,LH-LOC-0129,,top,L
LH-SCR-000239,LH,bus_stop,LH-LOC-0129,,left,S
LH-SCR-000240,LH,bus_stop,LH-LOC-0129,,right,S
LH-SCR-000241,LH,bus_stop,LH-LOC-0207,,top,M
LH-SCR-000242,LH,bus_stop,LH-LOC-0207,,left,S
LH-SCR-000243,LH,bus_stop,LH-LOC-0207,,right,S
LH-SCR-000244,LH,bus_stop,LH-LOC-0197,,top,S
LH-SCR-000245,LH,bus_stop,LH-LOC-0197,,left,S
LH-SCR-000246,LH,bus_stop,LH-LOC-0197,,right,S
LH-SCR-000247,LH,bus_stop,LH-LOC-0125,,top,M
LH-SCR-000248,LH,bus_stop,LH-LOC-0125,,left,S
LH-SCR-000249,LH,bus_stop,LH-LOC-0125,,right,S
LH-SCR-000250,LH,bus_stop,LH-LOC-0249,,top,M
LH-SCR-000251,LH,bus_stop,LH-LOC-0249,,left,S
LH-SCR-000252,LH,bus_stop,LH-LOC-0249,,right,S
LH-SCR-000253,LH,bus_stop,LH-LOC-0209,,top,M
LH-SCR-000254,LH,bus_stop,LH-LOC-0209,,left,S
LH-SCR-000255,LH,bus_stop,LH-LOC-0209,,right,S
LH-SCR-000256,LH,bus_stop,LH-LOC-0219,,top,S
LH-SCR-000257,LH,bus_stop,LH-LOC-0219,,left,S
LH-SCR-000258,LH,bus_stop,LH-LOC-0219,,right,S
LH-SCR-000259,LH,bus_stop,LH-LOC-0213,,top,S
LH-SCR-000260,LH,bus_stop,LH-LOC-0213,,left,S
LH-SCR-000261,LH,bus_stop,LH-LOC-0213,,right,S
LH-SCR-000262,LH,bus_stop,LH-LOC-0342,,top,L
LH-SCR-000263,LH,bus_stop,LH-LOC-0342,,left,S
LH-SCR-000264,LH,bus_stop,LH-LOC-0342,,right,S
LH-SCR-000265,LH,bus_stop,LH-LOC-0190,,top,S
LH-SCR-000266,LH,bus_stop,LH-LOC-0190,,left,S
LH-SCR-000267,LH,bus_stop,LH-LOC-0190,,right,S
LH-SCR-000268,LH,bus_stop,LH-LOC-0165,,top,L
LH-SCR-000269,LH,bus_stop,LH-LOC-0165,,left,S
LH-SCR-000270,LH,bus_stop,LH-LOC-0165,,right,S
LH-SCR-000271,LH,bus_stop,LH-LOC-0253,,top,S
LH-SCR-000272,LH,bus_stop,LH-LOC-0253,,left,S
LH-SCR-000273,LH,bus_stop,LH-LOC-0253,,right,S
LH-SCR-000274,LH,bus_stop,LH-LOC-0131,,top,S
LH-SCR-000275,LH,bus_stop,LH-LOC-0131,,left,S
LH-SCR-000276,LH,bus_stop,LH-LOC-0131,,right,S
LH-SCR-000277,LH,bus_stop,LH-LOC-0262,,top,S
LH-SCR-000278,LH,bus_stop,LH-LOC-0262,,left,S
LH-SCR-000279,LH,bus_stop,LH-LOC-0262,,right,S
LH-SCR-000280,LH,bus_stop,LH-LOC-0258,,top,L
LH-SCR-000281,LH,bus_stop,LH-LOC-0258,,left,S
LH-SCR-000282,LH,bus_stop,LH-LOC-0258,,right,S
LH-SCR-000283,LH,bus_stop,LH-LOC-0259,,top,L
LH-SCR-000284,LH,bus_stop,LH-LOC-0259,,left,S
LH-SCR-000285,LH,bus_stop,LH-LOC-0259,,right,S
LH-SCR-000286,LH,bus_stop,LH-LOC-0265,,top,M
LH-SCR-000287,LH,bus_stop,LH-LOC-0265,,left,S
LH-SCR-000288,LH,bus_stop,LH-LOC-0265,,right,S
LH-SCR-000289,LH,bus_stop,LH-LOC-0331,,top,S
LH-SCR-000290,LH,bus_stop,LH-LOC-0331,,left,S
LH-SCR-000291,LH,bus_stop,LH-LOC-0331,,right,S
LH-SCR-000292,LH,bus_stop,LH-LOC-0288,,top,M
LH-SCR-000293,LH,bus_stop,LH-LOC-0288,,left,S
LH-SCR-000294,LH,bus_stop,LH-LOC-0288,,right,S
LH-SCR-000295,LH,bus_stop,LH-LOC-0126,,top,M
LH-SCR-000296,LH,bus_stop,LH-LOC-0126,,left,S
LH-SCR-000297,LH,bus_stop,LH-LOC-0126,,right,S
LH-SCR-000298,LH,bus_stop,LH-LOC-0250,,top,S
LH-SCR-000299,LH,bus_stop,LH-LOC-0250,,left,S
LH-SCR-000300,LH,bus_stop,LH-LOC-0250,,right,S
LH-SCR-000301,LH,bus_stop,LH-LOC-0196,,top,M
LH-SCR-000302,LH,bus_stop,LH-LOC-0196,,left,S
LH-SCR-000303,LH,bus_stop,LH-LOC-0196,,right,S
LH-SCR-000304,LH,bus_stop,LH-LOC-0224,,top,L
LH-SCR-000305,LH,bus_stop,LH-LOC-0224,,left,S
LH-SCR-000306,LH,bus_stop,LH-LOC-0224,,right,S
LH-SCR-000307,LH,bus_stop,LH-LOC-0227,,top,M
LH-SCR-000308,LH,bus_stop,LH-LOC-0227,,left,S
LH-SCR-000309,LH,bus_stop,LH-LOC-0227,,right,S
LH-SCR-000310,LH,bus_stop,LH-LOC-0233,,top,M
LH-SCR-000311,LH,bus_stop,LH-LOC-0233,,left,S
LH-SCR-000312,LH,bus_stop,LH-LOC-0233,,right,S
LH-SCR-000313,LH,bus_stop,LH-LOC-0341,,top,L
LH-SCR-000314,LH,bus_stop,LH-LOC-0341,,left,S
LH-SCR-000315,LH,bus_stop,LH-LOC-0341,,right,S
LH-SCR-000316,LH,bus_stop,LH-LOC-0169,,top,S
LH-SCR-000317,LH,bus_stop,LH-LOC-0169,,left,S
LH-SCR-000318,LH,bus_stop,LH-LOC-0169,,right,S
LH-SCR-000319,LH,bus_stop,LH-LOC-0136,,top,L
LH-SCR-000320,LH,bus_stop,LH-LOC-0136,,left,S
LH-SCR-000321,LH,bus_stop,LH-LOC-0136,,right,S
LH-SCR-000322,LH,bus_stop,LH-LOC-0343,,top,M
LH-SCR-000323,LH,bus_stop,LH-LOC-0343,,left,S
LH-SCR-000324,LH,bus_stop,LH-LOC-0343,,right,S
LH-SCR-000325,LH,bus_stop,LH-LOC-0194,,top,M
LH-SCR-000326,LH,bus_stop,LH-LOC-0194,,left,S
LH-SCR-000327,LH,bus_stop,LH-LOC-0194,,right,S
LH-SCR-000328,LH,bus_stop,LH-LOC-0198,,top,M
LH-SCR-000329,LH,bus_stop,LH-LOC-0198,,left,S
LH-SCR-000330,LH,bus_stop,LH-LOC-0198,,right,S
LH-SCR-000331,LH,bus_stop,LH-LOC-0300,,top,M
LH-SCR-000332,LH,bus_stop,LH-LOC-0300,,left,S
LH-SCR-000333,LH,bus_stop,LH-LOC-0300,,right,S
LH-SCR-000334,LH,bus_stop,LH-LOC-0226,,top,S
LH-SCR-000335,LH,bus_stop,LH-LOC-0226,,left,S
LH-SCR-000336,LH,bus_stop,LH-LOC-0226,,right,S
LH-SCR-000337,LH,bus_stop,LH-LOC-0116,,top,L
LH-SCR-000338,LH,bus_stop,LH-LOC-0116,,left,S
LH-SCR-000339,LH,bus_stop,LH-LOC-0116,,right,S
LH-SCR-000340,LH,bus_stop,LH-LOC-0203,,top,M
LH-SCR-000341,LH,bus_stop,LH-LOC-0203,,left,S
LH-SCR-000342,LH,bus_stop,LH-LOC-0203,,right,S
LH-SCR-000343,LH,bus_stop,LH-LOC-0176,,top,M
LH-SCR-000344,LH,bus_stop,LH-LOC-0176,,left,S
LH-SCR-000345,LH,bus_stop,LH-LOC-0176,,right,S
LH-SCR-000346,LH,bus_stop,LH-LOC-0146,,top,L
LH-SCR-000347,LH,bus_stop,LH-LOC-0146,,left,S
LH-SCR-000348,LH,bus_stop,LH-LOC-0146,,right,S
LH-SCR-000349,LH,bus_stop,LH-LOC-0232,,top,S
LH-SCR-000350,LH,bus_stop,LH-LOC-0232,,left,S
LH-SCR-000351,LH,bus_stop,LH-LOC-0232,,right,S
LH-SCR-000352,LH,bus_stop,LH-LOC-0282,,top,S
LH-SCR-000353,LH,bus_stop,LH-LOC-0282,,left,S
LH-SCR-000354,LH,bus_stop,LH-LOC-0282,,right,S
LH-SCR-000355,LH,bus_stop,LH-LOC-0252,,top,S
LH-SCR-000356,LH,bus_stop,LH-LOC-0252,,left,S
LH-SCR-000357,LH,bus_stop,LH-LOC-0252,,right,S
LH-SCR-000358,LH,bus_stop,LH-LOC-0267,,top,S
LH-SCR-000359,LH,bus_stop,LH-LOC-0267,,left,S
LH-SCR-000360,LH,bus_stop,LH-LOC-0267,,right,S
LH-SCR-000361,LH,bus_stop,LH-LOC-0283,,top,S
LH-SCR-000362,LH,bus_stop,LH-LOC-0283,,left,S
LH-SCR-000363,LH,bus_stop,LH-LOC-0283,,right,S
LH-SCR-000364,LH,bus_stop,LH-LOC-0234,,top,M
LH-SCR-000365,LH,bus_stop,LH-LOC-0234,,left,S
LH-SCR-000366,LH,bus_stop,LH-LOC-0234,,right,S
LH-SCR-000367,LH,bus_stop,LH-LOC-0274,,top,M
LH-SCR-000368,LH,bus_stop,LH-LOC-0274,,left,S
LH-SCR-000369,LH,bus_stop,LH-LOC-0274,,right,S
LH-SCR-000370,LH,bus_stop,LH-LOC-0156,,top,L
LH-SCR-000371,LH,bus_stop,LH-LOC-0156,,left,S
LH-SCR-000372,LH,bus_stop,LH-LOC-0156,,right,S
LH-SCR-000373,LH,bus_stop,LH-LOC-0336,,top,M
LH-SCR-000374,LH,bus_stop,LH-LOC-0336,,left,S
LH-SCR-000375,LH,bus_stop,LH-LOC-0336,,right,S
LH-SCR-000376,LH,bus_stop,LH-LOC-0273,,top,M
LH-SCR-000377,LH,bus_stop,LH-LOC-0273,,left,S
LH-SCR-000378,LH,bus_stop,LH-LOC-0273,,right,S
LH-SCR-000379,LH,bus_stop,LH-LOC-0334,,top,M
LH-SCR-000380,LH,bus_stop,LH-LOC-0334,,left,S
LH-SCR-000381,LH,bus_stop,LH-LOC-0334,,right,S
LH-SCR-000382,LH,bus_stop,LH-LOC-0298,,top,M
LH-SCR-000383,LH,bus_stop,LH-LOC-0298,,left,S
LH-SCR-000384,LH,bus_stop,LH-LOC-0298,,right,S
LH-SCR-000385,LH,bus_stop,LH-LOC-0263,,top,M
LH-SCR-000386,LH,bus_stop,LH-LOC-0263,,left,S
LH-SCR-000387,LH,bus_stop,LH-LOC-0263,,right,S
LH-SCR-000388,LH,bus_stop,LH-LOC-0189,,top,M
LH-SCR-000389,LH,bus_stop,LH-LOC-0189,,left,S
LH-SCR-000390,LH,bus_stop,LH-LOC-0189,,right,S
LH-SCR-000391,LH,bus_stop,LH-LOC-0347,,top,S
LH-SCR-000392,LH,bus_stop,LH-LOC-0347,,left,S
LH-SCR-000393,LH,bus_stop,LH-LOC-0347,,right,S
LH-SCR-000394,LH,bus_stop,LH-LOC-0344,,top,M
LH-SCR-000395,LH,bus_stop,LH-LOC-0344,,left,S
LH-SCR-000396,LH,bus_stop,LH-LOC-0344,,right,S
LH-SCR-000397,LH,bus_stop,LH-LOC-0350,,top,M
LH-SCR-000398,LH,bus_stop,LH-LOC-0350,,left,S
LH-SCR-000399,LH,bus_stop,LH-LOC-0350,,right,S
LH-SCR-000400,LH,bus_stop,LH-LOC-0345,,top,M
LH-SCR-000401,LH,bus_stop,LH-LOC-0345,,left,S
LH-SCR-000402,LH,bus_stop,LH-LOC-0345,,right,S
LH-SCR-000403,LH,bus_stop,LH-LOC-0329,,top,M
LH-SCR-000404,LH,bus_stop,LH-LOC-0329,,left,S
LH-SCR-000405,LH,bus_stop,LH-LOC-0329,,right,S
LH-SCR-000406,LH,bus_stop,LH-LOC-0158,,top,S
LH-SCR-000407,LH,bus_stop,LH-LOC-0158,,left,S
LH-SCR-000408,LH,bus_stop,LH-LOC-0158,,right,S
LH-SCR-000409,LH,bus_stop,LH-LOC-0314,,top,M
